1.290798038187109253e-01 1.515151515151515194e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.630395504431592091e-01 1.212121212121212155e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.608282021204333057e-01 6.060606060606060774e-02 5.238095238095237249e-01 9.962365464937718018e-01
1.879534814499516093e-01 6.060606060606060774e-02 5.238095238095237249e-01 9.962365464937718018e-01
1.248261314581052966e-01 9.090909090909091161e-02 2.857142857142856984e-01 9.962365464937718018e-01
1.029775693086104615e-01 6.060606060606060774e-02 2.857142857142856984e-01 9.962365464937718018e-01
1.308619922345273801e-01 2.121212121212121271e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.305677561416694887e-01 1.212121212121212155e-01 5.238095238095237249e-01 9.962365464937718018e-01
8.278297290364979022e-02 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.974360730633100691e-01 9.090909090909091161e-02 5.238095238095237249e-01 9.962365464937718018e-01
1.014492778187714023e-01 1.515151515151515194e-01 2.857142857142856984e-01 9.962365464937718018e-01
9.361188883893942214e-02 1.515151515151515194e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.918689953282596838e-01 9.090909090909091161e-02 5.238095238095237249e-01 9.962365464937718018e-01
1.060250913909519116e-01 9.090909090909091161e-02 2.857142857142856984e-01 9.962365464937718018e-01
1.027985425539201664e-01 1.515151515151515194e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.841177908952359998e-01 9.090909090909091161e-02 5.238095238095237249e-01 9.962365464937718018e-01
1.119198527036490282e-01 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.405559758770268397e-01 9.090909090909091161e-02 2.857142857142856984e-01 9.962365464937718018e-01
1.323426147415068255e-01 1.212121212121212155e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.693839702107061140e-01 1.212121212121212155e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.734543196121520747e-01 9.090909090909091161e-02 5.238095238095237249e-01 9.962365464937718018e-01
1.750702479467972084e-01 9.090909090909091161e-02 5.238095238095237249e-01 9.962365464937718018e-01
1.044530532213246155e-01 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.713365759614097206e-01 1.212121212121212155e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.072626577486576610e-01 1.515151515151515194e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.294687655920281344e-01 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.134323939278091692e-01 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.306334403232813912e-01 1.515151515151515194e-01 5.238095238095237249e-01 9.962365464937718018e-01
7.072144031744616310e-02 2.121212121212121271e-01 2.857142857142856984e-01 9.962365464937718018e-01
6.944689540184824372e-02 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.371818438328388234e-01 1.515151515151515194e-01 5.238095238095237249e-01 9.962365464937718018e-01
8.281322371201133015e-02 1.515151515151515194e-01 2.857142857142856984e-01 9.962365464937718018e-01
8.577551451367332325e-02 2.424242424242424310e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.516221756504844143e-01 1.515151515151515194e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.248454009954970551e-01 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.109266428413721722e-01 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
9.281897231157809625e-02 1.515151515151515194e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.064323893637523638e-01 1.212121212121212155e-01 2.857142857142856984e-01 9.962365464937718018e-01
8.838680873054334530e-02 1.818181818181818232e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.046431300129197633e-01 1.515151515151515194e-01 2.857142857142856984e-01 9.962365464937718018e-01
1.307044888974414065e-01 1.515151515151515194e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.612691830599516929e-01 1.212121212121212155e-01 5.238095238095237249e-01 9.962365464937718018e-01
1.012920931907211053e-01 9.090909090909091161e-02 2.857142857142856984e-01 9.962365464937718018e-01
1.940432884180624540e-01 6.060606060606060774e-02 5.238095238095237249e-01 9.962365464937718018e-01
